,course_name,course_code,prerequisites_text,antirequisites_text,corequisites_text,precorequisites_text,prerequisites_link,antirequisites_link,corequisites_link,precorequisites_link,description,location,extra_info,weight,category
4620,INTRODUCTION TO THE WESTERN INTELLECTUAL TRADITION,PHILOSOP 1150E,[],[],[],[],[],[],[],[],"A multi-media and interdisciplinary historical survey of some of the most important philosophers (e.g. Socrates, Plato, Aristotle, Descartes, Marx, Nietzsche), writers (e.g. Homer, Dante, Goethe, Dostoevsky, Kafka), and artists (da Vinci, Michelangelo, Rembrandt, Dali) that have shaped the course of Western thought and our contemporary world.",King's,"2 lecture hours, 1 tutorial hour, 1 screening hour.",1.0,PHILOSOP
4621,SPECIAL TOPICS IN PHILOSOPHY,PHILOSOP 1160F/G,[],[],[],[],[],[],[],[],This is a special topic in Philosophy course.,King's,3 lecture hours.,0.5,PHILOSOP
4622,SPECIAL TOPICS IN PHILOSOPHY,PHILOSOP 1162F/G,[],[],[],[],[],[],[],[],This is a special topic in Philosophy course.,King's,3 lecture hours.,0.5,PHILOSOP
4623,THE PHILOSOPHY OF ZEN,PHILOSOP 1170F/G,[],[],[],[],[],[],[],[],"The Buddha-Way lies at the heart of Zen. This course investigates the philosophical account of the non-self, world, ethics, politics, and environment rooted in this way of living. Students will read some of the classic works in the Zen tradition as well as contemporary philosophers working in that tradition.",King's,3 lecture hours.,0.5,PHILOSOP
4624,REASONING AND CRITICAL THINKING,PHILOSOP 1200,[],[],[],[],[],[],[],[],"An introduction to basic principles of reasoning and critical thinking designed to enhance the student's ability to evaluate various forms of reasoning as found in everyday life as well as in academic disciplines. The course will deal with such topics as inductive and deductive reasoning, the nature and function of definitions, types of fallacies, the use and misuse of statistics, and the rudiments of logic. Primarily for first-year students.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",1.0,PHILOSOP
4625,REASONING AND CRITICAL THINKING,PHILOSOP 1230A/B,[],[],[],[],[],[],[],[],"An introduction to the basic principles of reasoning and critical thinking designed to enhance the student's ability to evaluate various forms of reasoning found in everyday life as well as in academic disciplines. The course will deal with such topics as inductive and deductive reasoning, the nature and function of definitions, types of fallacies, the use and misuse of statistics, and the rudiments of logic. Primarily for first year students.",Western Main Campus,"2 lecture hours, 1 tutorial hour (Main); 3 lecture hours (Brescia, Huron).",0.5,PHILOSOP
4626,RIGHT AND WRONG,PHILOSOP 1250F/G,[],"[{'text': 'PHILOSOP 1100E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1300E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PHILOSOP 1100E', 'PHILOSOP 1300E']",[],[],"A survey of selected philosophical problems in the areas of ethics and political/legal philosophy, with reference to works of both classical and contemporary philosophers. Specimen topics include ethical relativism, freedom and determinism, anarchy and government, and the justification of punishment. Primarily for first year students.",Huron,3 hours.,0.5,PHILOSOP
4627,INTRODUCTORY PHILOSOPHY,PHILOSOP 1300E,[],"[{'text': 'PHILOSOP 1100E', 'isLink': True}]",[],[],[],['PHILOSOP 1100E'],[],[],"A survey of selected philosophical problems, with reference to both classical and contemporary philosophers. Specimen topics include: the mind/body problem, the existence of God, perception and matter, freedom and determinism. Primarily for first-year students.",Brescia,3 hours,1.0,PHILOSOP
4628,QUESTIONS OF THE DAY,PHILOSOP 1305F/G,[],[],[],[],[],[],[],[],"This course develops students' ability to approach disputed questions by seeing them from both sides, so that they reach their own view only after respecting a broad range of argument. Six questions will be considered, including human (over) population, the public funding of art, and the limits of religious freedom.",Western Main Campus,3 hours.,0.5,PHILOSOP
4629,PHILOSOPHY THROUGH FILM,PHILOSOP 1340F/G,[],[],[],[],[],[],[],[],"This course introduces students to philosophical inquiry through film. Certain films can be interpreted as attempting to answer our deepest questions. We will view films in order to explore the nature of truth, knowledge, time, self, evil, and life's meaning.",Brescia,3 hours.,0.5,PHILOSOP
4630,INTRODUCTION TO PHILOSOPHY (REALITY AND WHAT WE CAN KNOW OF IT),PHILOSOP 1350F/G,[],"[{'text': 'PHILOSOP 1100E', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 1300E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['PHILOSOP 1100E', 'PHILOSOP 1300E']",[],[],"A survey of selected philosophical problems in the areas of metaphysics and epistemology, with reference to works by both classical and contemporary philosophers. Specimen topics include the mind/body problem, the existence of God, skepticism and truth. Primarily for first year students.",Huron,3 hours.,0.5,PHILOSOP
4631,THE GREAT HUMAN QUESTIONS WE ALL ASK,PHILOSOP 1360E,[],[],[],[],[],[],[],[],"An introduction to the great human questions we all ask: Who are we? Why are we? How can we live a good life? Why do we suffer, die, encounter evil? What are sex, love, and friendship? What can we know? What ought we to do? What may we hope for?",King's,3 hours.,1.0,PHILOSOP
4632,FINDING HAPPINESS: A JOURNEY THROUGH PHILOSOPHY,PHILOSOP 1361E,[],[],[],[],[],[],[],[],"How do we find happiness in life? Is it through the fulfillment of desire, be it for pleasure, wealth, fame, companionship, knowledge, or union with God? Perhaps, paradoxically, it is by abandoning desire altogether and leading a simple life. This course will explore how philosophy has responded to these issues.",King's,3 hours.,1.0,PHILOSOP
4633,CULTURE AND BEING HUMAN,PHILOSOP 1363,[],[],[],[],[],[],[],[],"Students will examine what it means to be human through an examination of how language, art, religion, social media, and technology construct our sense of self and our relationships to each other and the world. Questions include: Is there a common human nature? Who am I beyond my cultural identity?",King's,3 hours.,1.0,PHILOSOP
4634,PHILOSOPHICAL NOTIONS OF THERAPY: SOCRATES TO WITTGENSTEIN,PHILOSOP 1364E,[],[],[],[],[],[],[],[],"An introductory course into great philosophers. We will study and debate conceptions of philosophy as remedy for maladies of the soul, like ignorance and passions, in ancient times or particular attitudes and theories, like skepticism and utilitarianism, in modern times. How are those concepts useful for us today?",King's,3 lecture hours.,1.0,PHILOSOP
4635,"FORM, THOUGHT, COMMUNICATION",PHILOSOP 1370A/B,[],[],[],[],[],[],[],[],"An introduction to the grammatical structures of two kinds of languages - the natural ones people learn as first languages, and the artificial ones that logicians and others have invented to help in reasoning. Topics will include: subject-predicate construction; word classes; complex sentences; negation and its complication; referring, describing, and quantifying; time and tense.",Huron,3 hours.,0.5,PHILOSOP
4636,CRITICAL THINKING FOR UNIVERSITY,PHILOSOP 1900E,[],[],[],[],[],[],[],[],"This course prepares students for university studies across the humanities and social sciences. Historical and theoretical models are considered in examining central issues and important thinkers. The course focuses on development of critical skills: close reading; creative thinking, and effective writing.",King's,3 hours.,1.0,PHILOSOP
4637,FOUNDATIONS IN THE NEW LIBERAL ARTS,PHILOSOP 1901E,"[{'text': ""Must be registered in the King's Foundations in the New Liberal Arts, or the former Western Thought and Civilization."", 'isLink': False}]",[],"[{'text': 'Corequisite(s):', 'isLink': False}, {'text': 'ENGLISH 1901E', 'isLink': True}, {'text': 'and', 'isLink': False}, {'text': 'HISTORY 1901E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['HISTORY 1901E', 'ENGLISH 1901E']",[],"The Philosophy unit of the King's Foundations in the New Liberal Arts is an interdisciplinary historical survey of some of the most important philosophers (Plato, Aristotle, Descartes, Marx, Nietzsche, Derrida) and artists (da Vinci, Michelangelo, Rembrandt, Dali) that have shaped the course of Western thought and our contemporary world.",King's,3 hours. There may be additional costs associated with field trips.,1.0,PHILOSOP
4638,THE ART OF THINKING WELL,PHILOSOP 1902A/B,[],[],[],[],[],[],[],[],"Thinking well is an art that begins with self-awareness, is guided by learning criteria for reasonableness of claims and decisions, and improves with practice. This course offers students an opportunity to enhance these lifelong skills and to develop as responsible learners and communicators.Antirequisites: Philosophy 1230A/B, Philosophy 1900E.",King's,3 lecture hours.,0.5,PHILOSOP
4639,THOMISTIC PHILOSOPHY,PHILOSOP 2014,[],"[{'text': 'PHILOSOP 2214', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['PHILOSOP 2214'],[],[],"An introduction to the philosophy of Thomas Aquinas through a study of several of his basic philosophical writings. The course will concern principally his philosophy of nature, philosophical psychology, moral philosophy, metaphysics and philosophical theology.",King's,3 hours.,1.0,PHILOSOP
4640,BASIC LOGIC,PHILOSOP 2020,[],"[{'text': 'PHILOSOP 2250', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'PHILOSOP 2252W/X', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'COMPSCI 2209A/B', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['COMPSCI 2209A/B', 'PHILOSOP 2252W/X', 'PHILOSOP 2250']",[],[],"An introductory course in formal logic, which focuses on Modern Symbolic Logic, including derivations and trees in propositional and first-order predicate logic and tests for logical truth, equivalence, and consistency. This course may be used to satisfy the Honours Specialization in Philosophy logic requirement.",Western Main Campus,2 hours.,1.0,PHILOSOP
4641,OPPOSITIONS AND PARADOXES,PHILOSOP 2021A/B,[],[],[],[],[],[],[],[],"This course investigates the role played in philosophical and scientific thought by basic oppositions, such as Continuous vs. Discrete, One vs. Many, and Finite vs. Infinite, and analyzes many philosophical and scientific paradoxes: Zeno's paradoxes, the Liar Paradox, Russell's paradox, paradoxes of the infinite, and paradoxes arising from time travel.",Western Main Campus,3 hours.,0.5,PHILOSOP
4642,ARISTOTLEIAN LOGIC,PHILOSOP 2022,[],"[{'text': 'PHILOSOP 2222E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['PHILOSOP 2222E'],[],[],"study of Aristotelian logic. Special emphasis is placed on word usage, definition, propositional form, and the different types of deductive and inductive arguments. An extensive study of fallacies in argumentation is made. The methodologies of the sciences, both non-experimental and experimental are examined and evaluated.",King's,2 hours.,1.0,PHILOSOP
4643,PHILOSOPHY OF ECONOMICS,PHILOSOP 2026F/G,[],[],[],[],[],[],[],[],"Economic life and economic science in philosophical perspective. Classical and contemporary philosophers are studied on such issues as property and labor; efficiency, fairness and freedom in the market; rationality, utility and economic value; welfare and economic justice. The emphasis is on probing underlying assumptions about the economic system.",Western Main Campus,3 hours.,0.5,PHILOSOP
4644,EINSTEIN FOR EVERYONE,PHILOSOP 2032F/G,[],[],[],[],[],[],[],[],Astronauts age more slowly. Time can have a beginning. Space and time are curved. All these surprising claims are consequences of Einstein's revolutionary theories of relativity. This course explains these and related ideas in historical context and explores their philosophical significance. No physics and only grade 11 mathematics required.,Western Main Campus,3 hours.,0.5,PHILOSOP
4645,INTRODUCTION TO ENVIRONMENTAL PHILOSOPHY,PHILOSOP 2033A/B,[],[],[],[],[],[],[],[],"An examination of several key issues arising out of the present environmental crisis. Sample topics include: to what extent the environmental crisis is a scientific, religious, or ethical problem; the Gaia hypothesis; deep and shallow ecology; the land ethic; ecofeminism; the environment and economics; and sustainable development.",Western Main Campus,3 hours.,0.5,PHILOSOP
4646,"NATURE, ECOLOGY AND THE FUTURE",PHILOSOP 2035F/G,[],[],[],[],[],[],[],[],"Our changing relationship to the natural world, and ability to affect Earth's future, bring urgent philosophical questions with real-world implications. This course draws on ideas from ethics, political philosophy, biology, psychology, economics and philosophy of science to explore the moral and epistemological dimensions of climate change, species extinction, and biotechnology.",Western Main Campus,3 hours.,0.5,PHILOSOP
4647,PHILOSOPHY AND ARTIFICIAL INTELLIGENCE,PHILOSOP 2037F/G,[],[],[],[],[],[],[],[],"Will robots take all our jobs? Will humans become cyborgs? Will nano-technology revolutionize medicine? As we rely more on machines, they are changing how we interact with the world and one another. In this course we will consider the impact of technology on our current lives, and on our future.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,PHILOSOP
4648,INTRODUCTION TO THE PHILOSOPHY OF PSYCHIATRY,PHILOSOP 2044F/G,[],[],[],[],[],[],[],[],"An introduction to core issues in the philosophy of psychiatry. Topics may include: a survey of historical and contemporary theories of the nature of mental disorder and its treatment; case studies designed to highlight controversies surrounding specific mental disorders, most notably, Depressive Disorders, Personality Disorders, Eating Disorders, and the Psychoses.",Western Main Campus,3 hours.,0.5,PHILOSOP
4649,THE SCIENTIFIC SEARCH FOR THE MIND,PHILOSOP 2050F/G,[],[],[],[],[],[],[],[],"An evaluation of sciences attempting to understand the nature of the mind and its place in the physical world. Topics may include: phrenology & localization theory, physiology, neuroanatomy, gestalt psychology, experimental psychology, evolutionary psychology, psychophysics, psychoanalysis, behaviorism, cognitive psychology, neuropsychology, intelligence testing and the nature of consciousness.",Western Main Campus,3 hours.,0.5,PHILOSOP
4650,SCIENCE VS. RELIGION: THE EPISTEMOLOGICAL CONFLICT,PHILOSOP 2061F/G,[],[],[],[],[],[],[],[],"This course studies the epistemological clash between religion and science, looking especially at evolutionary theory, cosmology, the physics of time, and miracles. It also studies attempts to reconcile these two systems of knowledge. Finally, it examines the science of religion: anthropological theories of religion and the cognitive science of religion.",Western Main Campus,3 hours.,0.5,PHILOSOP
